date,product,consumer_linear,consumer_pchip
2024-11-07,sour_cream,154.8634690977615,154.9670328206997
2024-11-08,sour_cream,155.568450112205,155.5821800070489
2024-11-09,sour_cream,156.2734311266486,156.2100111822733
2024-11-10,sour_cream,156.9784121410921,156.8954432604198
2024-11-11,sour_cream,157.6833931555357,157.6833931555357
2024-11-12,sour_cream,158.7668802669342,158.5828245341282
2024-11-13,sour_cream,159.8503673783327,159.5644282734303
2024-11-14,sour_cream,160.9338544897312,160.6157121035774
2024-11-15,sour_cream,162.0173416011298,161.7241837547049
2024-11-16,sour_cream,163.1008287125283,162.8773509569484
2024-11-17,sour_cream,164.1843158239268,164.0627214404434
2024-11-18,sour_cream,165.2678029353253,165.2678029353253
2024-11-19,sour_cream,166.639749226114,166.5364353145425
2024-11-20,sour_cream,168.0116955169026,167.8975634976189
2024-11-21,sour_cream,169.3836418076913,169.3163527845532
2024-11-22,sour_cream,170.75558809848,170.7579684753443
2024-11-23,sour_cream,172.1275343892686,172.1875758699909
2024-11-24,sour_cream,173.4994806800573,173.5703402684919
2024-11-25,sour_cream,174.871426970846,174.871426970846
