product,date,price_median_uah_kg,price_weighted_uah_kg,n_lots,n_regions,expected_value_sum,contract_current_sum
butter,2024-04-16,277.0,269.12188279301745,5.0,5.0,2453190.0,1743370.1
butter,2024-04-17,280.0,286.523613963039,3.0,2.0,206130.0,176384.75999999998
butter,2024-04-18,280.0,272.4464831804281,2.0,2.0,84750.0,48586.95
butter,2024-04-19,220.0,265.3212290502793,3.0,2.0,109920.0,101848.68
butter,2024-04-22,223.5,233.20537897310513,4.0,4.0,671570.0,125598.0
butter,2024-04-23,250.0,291.77094017094015,5.0,5.0,696078.0,577395.21
butter,2024-04-24,290.0,290.0,1.0,1.0,105000.0,87000.0
butter,2024-04-25,288.5,286.3444920653307,4.0,3.0,266756.0,247968.0
butter,2024-04-26,295.0,316.3245033112583,3.0,2.0,230202.0,209276.2
butter,2024-04-29,375.0,375.0,1.0,1.0,23000.0,22500.0
butter,2024-04-30,222.0,222.0,3.0,3.0,299550.0,213120.0
butter,2024-05-01,208.5,200.0935251798561,2.0,2.0,21700.0,13980.0
butter,2024-05-02,245.0,264.88439306358384,3.0,3.0,332400.0,238631.52000000002
butter,2024-05-03,240.0,240.0,1.0,1.0,50000.0,48000.0
butter,2024-05-07,246.0,228.08380700594844,8.0,6.0,1061208.24,831603.6000000001
butter,2024-05-08,244.0,244.0,1.0,1.0,50000.0,45628.0
butter,2024-05-09,239.0,234.3989155693261,3.0,3.0,690800.0,625363.6799999999
butter,2024-05-10,325.0,325.0,1.0,1.0,339900.0,324900.0
butter,2024-05-12,230.5,223.89472620731462,2.0,2.0,317825.0,278129.0
butter,2024-05-13,304.5,264.6689688020957,6.0,5.0,856965.0,623715.0
butter,2024-05-14,272.0,263.67630057803467,9.0,5.0,767257.5,680705.1699999999
butter,2024-05-15,284.0,272.6666666666667,4.0,3.0,387700.0,305235.0
butter,2024-05-16,261.5,311.36546762589927,6.0,6.0,476857.0,328764.92000000004
butter,2024-05-17,277.5,260.5885416666667,4.0,3.0,301436.96,271016.0
butter,2024-05-20,266.0,253.39650872817955,2.0,2.0,124182.0,106400.4
butter,2024-05-21,261.0,267.49367088607596,2.0,2.0,135000.0,128341.79999999999
butter,2024-05-22,215.0,196.78947368421052,3.0,2.0,115421.0,51614.45
butter,2024-05-24,357.5,322.9808036246572,2.0,2.0,456612.14,425551.2
butter,2024-05-27,310.0,310.0,1.0,1.0,85000.0,77475.0
butter,2024-05-28,273.5,249.1964989059081,4.0,4.0,325432.0,289055.0
butter,2024-05-29,375.0,288.02885260568104,5.0,5.0,339483.65,218911.0
butter,2024-05-30,383.0,383.0,1.0,1.0,12000.0,11490.0
butter,2024-05-31,320.0,320.0,1.0,1.0,8000.0,3884.41
butter,2024-06-03,181.0,171.66101694915255,2.0,2.0,17350.0,15444.0
butter,2024-06-04,255.0,275.91806331471133,6.0,5.0,865540.0,681790.0
butter,2024-06-05,279.0,260.8939708939709,5.0,4.0,291400.0,264104.4
butter,2024-06-06,284.0,283.49143610013175,4.0,4.0,255925.6,127421.4
butter,2024-06-07,260.0,246.20689655172413,5.0,4.0,880741.2,791271.6
butter,2024-06-10,246.0,247.04109589041096,2.0,2.0,32350.0,27180.0
butter,2024-06-11,187.0,164.97153700189753,2.0,2.0,273800.0,177378.4
butter,2024-06-12,298.0,302.05696202531647,6.0,6.0,1001470.0,953160.6399999999
butter,2024-06-13,255.5,274.25866666666667,6.0,4.0,712444.0,583165.06
butter,2024-06-14,184.0,184.0,1.0,1.0,97500.0,50600.0
butter,2024-06-16,293.0,293.0,1.0,1.0,1120716.0,1035800.0
butter,2024-06-17,208.0,223.12871287128712,3.0,3.0,1146112.0,901440.0
butter,2024-06-18,200.0,141.41970198675497,4.0,4.0,359072.0,191932.0
butter,2024-06-19,261.0,272.0308799417016,5.0,4.0,806845.0,584917.0
butter,2024-06-20,237.0,239.81491002570695,4.0,4.0,1166799.0,950237.98
butter,2024-06-21,306.5,293.41127189642043,2.0,2.0,654000.0,506729.0
butter,2024-06-24,263.0,283.7057356608479,2.0,2.0,2216340.0,962208.38
butter,2024-06-25,247.0,240.95634379263302,6.0,5.0,316736.0,215032.66
butter,2024-06-26,258.0,290.7573170731707,3.0,3.0,1080405.4,1033722.6
butter,2024-06-27,222.0,251.61904761904762,5.0,4.0,788539.0,385056.37
butter,2024-06-28,299.5,285.6552901023891,2.0,2.0,156900.0,111870.0
butter,2024-07-01,261.0,266.96666666666664,5.0,4.0,720165.0,483727.68
butter,2024-07-02,202.5,157.22864961781636,2.0,2.0,166750.0,87543.0
butter,2024-07-03,260.0,260.0,1.0,1.0,460800.0,312480.0
butter,2024-07-04,299.0,283.64,3.0,2.0,198250.0,184940.0
butter,2024-07-05,317.0,313.5017667844523,5.0,5.0,786067.0,692598.06
butter,2024-07-08,279.0,265.3187372708758,3.0,3.0,650736.2,522758.8
butter,2024-07-09,253.0,238.8743305517499,6.0,4.0,1387267.7,920064.76
butter,2024-07-10,195.0,208.74977162532502,7.0,6.0,1506700.0,1458573.12
butter,2024-07-11,267.5,246.45578231292515,4.0,4.0,319236.63,295119.7
butter,2024-07-12,261.0,243.4070058381985,5.0,5.0,720899.65,452232.5
butter,2024-07-15,159.0,159.0,1.0,1.0,185625.0,178875.0
butter,2024-07-16,200.0,203.78151260504202,3.0,3.0,27800.0,24450.0
butter,2024-07-17,300.0,300.0,1.0,1.0,387135.0,270000.0
butter,2024-07-18,280.0,280.0,1.0,1.0,40040.0,40040.0
butter,2024-07-19,229.5,227.8235294117647,2.0,2.0,66100.0,54660.0
butter,2024-07-22,232.5,211.42732558139537,4.0,3.0,277697.0,180480.0
butter,2024-07-23,279.5,263.8851884312007,6.0,6.0,522593.0,453816.5
butter,2024-07-24,260.0,267.4040404040404,5.0,4.0,293250.0,252950.7
butter,2024-07-25,264.5,248.1603677221655,6.0,6.0,1535690.0,1024518.0
butter,2024-07-26,305.0,272.0308408495781,4.0,3.0,301837.6,212427.13
butter,2024-07-29,274.5,273.78552278820376,8.0,7.0,1377800.0,1021182.72
butter,2024-07-30,285.0,254.32090761750405,4.0,3.0,331000.0,341460.83999999997
butter,2024-07-31,226.5,240.0379746835443,6.0,6.0,471250.0,375284.43
butter,2024-08-01,264.0,264.90633119102966,5.0,4.0,465095.0,405317.1
butter,2024-08-02,248.0,227.06705783738474,3.0,3.0,342072.0,282760.0
butter,2024-08-05,165.0,166.8040979510245,2.0,1.0,259570.0,168550.0
butter,2024-08-06,270.0,270.0,1.0,1.0,264337.2,196290.0
butter,2024-08-07,195.0,219.12449128665344,6.0,5.0,961335.6,593799.3
butter,2024-08-08,266.0,188.73179749715584,3.0,3.0,1007682.0,720106.9
butter,2024-08-09,320.0,334.34024399371305,4.0,4.0,753055.6,662172.7999999999
butter,2024-08-12,317.0,297.52232940335836,7.0,5.0,495992.64,418125.96
butter,2024-08-13,240.0,224.89725535278058,7.0,7.0,388676.0,168768.3
butter,2024-08-14,283.0,234.31914893617022,6.0,5.0,338880.0,248401.30000000002
butter,2024-08-15,302.5,304.4042637426951,8.0,7.0,2350907.85,1709527.96
butter,2024-08-16,290.0,282.0745473908413,5.0,5.0,628472.0,526827.3999999999
butter,2024-08-19,325.0,303.9295937957384,8.0,5.0,990881.0,890518.2
butter,2024-08-20,287.0,277.9260424862313,5.0,5.0,444319.08999999997,285565.8
butter,2024-08-21,290.0,292.68626590609915,6.0,5.0,997982.5,851598.0
butter,2024-08-22,288.0,275.4145055871811,7.0,5.0,1804976.0,1224341.42
butter,2024-08-23,270.0,232.7460364941669,9.0,7.0,1136795.0,838437.81
butter,2024-08-24,256.0,271.1518987341772,2.0,2.0,23630.0,21580.5
butter,2024-08-26,320.0,329.9073792894018,6.0,5.0,650205.0,597718.78
butter,2024-08-27,320.0,293.06206896551726,7.0,6.0,871324.0,663942.0
butter,2024-08-28,305.0,310.2447466007417,4.0,4.0,570885.73,431953.04
butter,2024-08-29,294.0,304.7936126373626,14.0,11.0,1033503.3200000001,895616.0299999999
butter,2024-08-30,292.0,292.7577639751553,7.0,6.0,1957280.0,1763598.5999999999
butter,2024-08-31,357.0,357.0,1.0,1.0,59479.0,50001.0
butter,2024-09-02,258.0,247.3676512489315,2.0,2.0,136300.0,136266.0
butter,2024-09-03,200.0,208.95138369483922,5.0,4.0,703725.0,584587.85
butter,2024-09-04,255.0,326.86394557823127,3.0,3.0,537966.67,471012.5
butter,2024-09-05,267.0,286.34751981215146,8.0,7.0,533597.0,460690.0
butter,2024-09-06,289.0,278.8543273350471,8.0,5.0,704670.0,571090.4
butter,2024-09-09,320.0,284.10162388685177,7.0,7.0,582862.4,563570.51
butter,2024-09-10,289.5,300.10749185667754,4.0,4.0,254400.0,165844.4
butter,2024-09-11,300.0,272.1659192825112,3.0,3.0,158700.0,122792.93
